"name","reviewCount","rating","published","title","content"
"Hans Jørgen Larsen",7,55,2022-04-08,"Hurtig","Hurtig, professionel, venlige og målrettet hjælp med min sag. Sådan og god påske til jer alle <U+0001F423><U+0001F44D><U+0001F44D>"
"Tak",19,45,2022-04-08,"Skadessag uden probleme","Dato for oplevelse: 08. april 2022"
"Derrick",62,55,2022-04-08,"Godt samarbejde","Godt samarbejde. Passende informationsniveau.Meget effektiv og fair sagsbehandling."
"Gunnar Bruhn",17,55,2022-04-10,"frontrude","uden problemer alles OK"
"GEERT JØRGENSEN",7,35,2022-04-08,"Bedre informatuon","Dato for oplevelse: 08. april 2022"
"Trine ",30,35,2022-04-08,"I forbindelse  med en større skadesag…","I forbindelse  med en større skadesag oplever jeg en vis arrogance fra sagsbehandleren, hvilket kommer til udtryk i tilgangen til at løse opgaverne, hvor fokus fra Alm Brand handler om at begrænse deres udgifter mere end at finde en tilfredsstillende løsning for den skadelidte. Det er jo præcis det man som forsikringstager frygter at opleve, hvis man en dag får brug for hjælp!"
"Henrik Holt",3,55,2022-04-08,"En usædvanlig god service og behandling","Dato for oplevelse: 08. april 2022"
"Tommy Larsen",19,15,2022-04-08,"Erhvervs forsikring","I kontakter mig vedr. en erhvervsforsikring, uden først at undersøge hvor aktivt mit firma egentlig er (kan ses påvirk.dk samt andre offentlige sider).Det er ganske enkelt spild af både jeres og min tid!"
"Amanda",13,55,2022-04-08,"Hurtig og nem ekspedition i forbindelse…","Hurtig og nem ekspedition i forbindelse med refundering af penge fra dyrlæge besøg."
"Bjarke Holst",27,45,2022-04-08,"var involveret i en episode hvor jeg …","var involveret i en episode hvor jeg  blev bedt om at lave e  skadesanmendelse. jeg der var ingen skade på min bil. og jeg mener det var modpartens skyld. men jeg ville gerne have haft noget feedback.  har intet hørt efter jeg udfylde anmeldelse."
"Julie Schmedegaard Schrøder",9,15,2022-04-08,"Dårlig vejhjælp igennem alm brand","Torsdag morgen 8.40 punktere jeg på vej på arbejde, jeg ringer til vejhjælp igennem alm. brand. Første gang bliver jeg smidt af telefonen. Anden gang kommer jeg igennem til en sød kvinde der hjælper min “sag” igang, men så bliver der lagt på. Jeg ringer igen 4 gange, men opkaldet går ikke igennem. 5 gang kommer jeg igennem, og starter forfra da sagen ikke er gemt. Jeg får af vide at der kun ligger et sted der kan hjælpe mig i enten Viby Sjælland, Køge, Høje Taastrup eller Ballerup. (Jeg står i NV og er på vej til Hillerød). Helt sindsygt at der ikke er et sted i København! Men okay, sag oprettet og jeg venter på hjælp. Kl 09.20 får jeg en besked om at hjælpen er på vej, til en FORKET adresse. Hjælpen er på vej til Solrød Stand og jeg er i NV. Jeg ringer og får det lavet om. Kl 10.40, 2 TIMER EFTER PUNKTERINGEN, dukker hjælpen op og kører mig og bil på værksted. Værkstedet er helt uforstående over at jeg står der, fordi de er et skadescenter og ingen nye dæk har hjemme. Jeg bliver så træt <U+0001F62E><U+200D><U+0001F4A8>. Jeg kan ikke låne en låne bil, og bliver sat af ved nærmeste st, og har 1 time og 20 min offentlig transport i vente til arbejde…… Derudover siger de at det kan tage nogle dage, måske en uge AT SKIFTE ET DÆK?! Det er helt sikkert en forkert forhandler i har anbefalet mig. Det er en kæmpe ommer. Når man ringer til vejhjælp forventer man at komme hurtigt videre. Det her tog tre timer?!"
"Ditte ",16,15,2022-04-07,"Sos vejhjælp gennem alm brand","Stik tosset kunde! Kommer ud og bilen er flad, det kan ske.Men ringer så ind og får af vide jeg skal skifte til resave hvilket jeg ikke har! Får der efter af vide jeg skal pumpe mit dæk med kompressoren og køre til t Hansen og købe et resavedæk<U+0001F92C>Hvor efter jeg ringer til de gamle og spøger dem om det kan være rigtigt. Det mente de ikke, så ringer ind igen og denne gang siger så at der godt kan komme en og lave en lappeløsning så jeg kan komme til nærmeste værksted(jeg blev solgt valgfri værksted) nu har jeg så siddet her over en time og der går et kvarter endnu før der kommer en.For at se om man kan lappe den i håb om jeg kan køre 62 km hjem og få kæresten til og skifte det dæk.Hvis ikke, kan jeg så gøre mig klar til ca 2,5 times offentlig transport.Og jeg kan ikke bare starte transport tiden nu, for hvis de kan få den til og holde tæt og jeg så kommer i morgen og den er flad. Var deres eneste tilbud at de kunne guide mig til at benytte kompressoren!!!Dette må være beskrivelsen af verdens værste service! Beklager den ligger på jer alm brand. Men det var jer der solgte mig den!"
"Dorte Darfelt",25,55,2022-04-04,"Refusion dyreforsikring","I denne sag henvendte vi os til Almindelig Brand i forbindelse med erstatning på vores hundeforsikring. Det gik hurtigt og let og vupti stod refusionspengene på vores konto."
"Poul-Erik Engell H?yer",1,55,2022-04-03,"Stormskade på Drivhus","Dato for oplevelse: 03. april 2022"
"Ulrik Pedersen",6,55,2022-04-02,"For at mindste størrelsen af en…","For at mindste størrelsen af en vandskade gik vi selv i aktion før I blev kontaktet. Regningen på leje af tørremaskine, DKK 4.500, blev efterfølgende betalt af jer meget venligt, hurtigt og enkelt, - tak for det. Det værdsættes i en travl hverdag.Mvh Ulrik"
"Trine",9,55,2022-04-01,"Kanon go service,hele vejen igennem..","Kanon go service,hele vejen igennem..Go til at forklare ikke noget jap jap Er glad for at have dem."
"Michael Grubbe",4,55,2022-04-01,"God oplevelse og god service.","Dato for oplevelse: 01. april 2022"
"Jonna Skovsgaard",14,55,2022-04-01,"rigtig god behandling ifm stormskade","Dato for oplevelse: 01. april 2022"
"Jannie Buhl",3,55,2022-04-01,"Har været en fornøjelse","Har været en fornøjelse. Her stod vi med håret i postkassen, så er det dejligt at blive hjulpet og ikke følt sig til side sat."
"SsO4cm4gU8O4cmVuc2Vu Jørn T Sørensen",9,15,2022-04-01,"Væltet grantræ under stormen 17. januar. Næsten ingen hjælp fra Alm. Brand!","Under stormen den 17. januar 2022 væltede mit 12 meter grantræ ind til vores nabo og beskadigede mit stakit og naboens tag på udhuset.Næste dag kl. 19:00 (bælgmørkt) kom der mandskab, som savede træet i store stykker af 1 meters længde og efterlod det hele hulter til bulder mellem udhuset og mit stakit i naboens have. Så han blev godt sur på det hele! De forlod grunden før kl. 20:00. Jeg kontaktede min havemand, som fik ryddet op i denne herlighed. Det tog dem 5 timer af fuldende arbejdet. Jeg har været kunde hos jer i over 50 år med alle forsikringer hos jer, og sidste år betalte jeg en præmie på kr. 24.378,-Var der så en forsikring som dækkede denne skade?: NEJ!Er plankeværket/stakittet blevet repareret her den 1. april 2022: Igen NEJ.Der har været en taksator, som tog et par billeder, og han ville vende tiltage til mig snarest.Jeg derfor kun give jer en stjerne.Jørn T Sørensen"
"Casper Byrnick",2,15,2022-04-01,"Dårlig oplevelse.","Har altid haft gode oplevelser med Alm. Brand og er stadig glad for dem men syntes det er synd at da min special bygget fatbike blev stjålet ville de ikke udbetale en erstatning da jeg ikke kunne give dem et stelnr. Jeg har har brugt meget tid på at bygge og skaffe ting fra USA.Har været kunde der mange år og havde lidt håbet på de kunne se min historik igennem og se at jeg er en god kunde.Syntes virkelig det var en dårlig oplevelse."
"Birgitte",17,55,2022-04-01,"God service og alting dygtig og villige…","God service og alting dygtig og villige medarbejder hos  ALM. BRAND"
"Hans Jørn Davidsen",1,15,2022-04-01,"I forbindelse med indbrud i min villa","I forbindelse med indbrud i min villa, har jeg flere gange været i forbindelse med jer, men hvergang med en ny medarbejder der ikke er inde i sagen - flinke folk alle sammen, men ikke acceptabel at man hver gang skal starte forfra, og med det utilfredsstillende resultat, at jeg her efter næsten 2 måneder efter indbruddet sidder med mange uafklarede spørgsmål. God service havde været, at det var samme medarbejder der behandlede sagen i hele forløbet.MvhHans Jørn Davidsen"
"heidi jensen",16,45,2022-04-01,"Fik udbetslt forsinringspenge i…","Fik udbetslt forsinringspenge i forbindelse med storm. Yders rimelig. Dog var tiden list lang"
"Michael Peter Larsen",12,55,2022-04-01,"Super søde piger der bare hjælper","Dato for oplevelse: 01. april 2022"
"Knudsen",6,55,2022-04-01,"God og seriøs hjælp.","Dato for oplevelse: 01. april 2022"
"GRETHE GODTFREDSEN",17,55,2022-04-01,"Jeg var glad for behandlingen i…","Jeg var glad for behandlingen i forbindelse med Alm.Brand Forsikring. G L G."
"Mimi Catharina Muus",3,15,2022-04-01,"Jeg ringede omkring id tyveri og må…","Jeg ringede omkring id tyveri og må sige jeg fik et chok hvad er det for et forsikringsselskab blev stillet rundt til ni forskellige medarbejdere hvor af to omgange til Norge for at de kunne spærre mit kort det kan min bank og jeg selv godt finde ud afSå at de lige pludselig kommer med sådan en ekstra forsikring er da kun for at tjene penge opgav og lage påHar hørt meget godt om alm Brand men min oplevelse er desværre ikke der efter vil aldrig nogensinde anbefale det til nogenKan se svar fra slm brand kan ikke besvarer deres svar men vil bare sige at det er det direkte nummer jeg har brugt og de kan kun sende dig op til Norge som så kan spærre ens kort andet kan alm Brand ikke det var ikke sådan der stod da man skulle have forsikringen"
"Kunde",10,55,2022-04-01,"Altid venlig og kompetente til at…imødekommende og hurtige afgørelser","Altid venlig og kompetente til at varetage vores behov."
"Birgit  Hermann",10,55,2022-04-01,"Rigtig god service og hurtig behandling","Dato for oplevelse: 01. april 2022"
"Leon Mortensen",25,45,2022-04-01,"Der er tydeligvis ALTID salg i…","Der er tydeligvis ALTID salg i henvendelserne med firmaet ALTID"
"Kim Larsen",2,55,2022-04-01,"Positiv oplevelse","Positiv oplevelse, hurtig behandling af min anmeldelse og ligeledes af reparationen af skaden."
"Hanne Thiim Bours",8,55,2022-03-31,"Uanset hvem jeg får i telefonen","Uanset hvem jeg får i telefonen, så er ALLE søde og venlige og altid klar til at hjælpe. Også ærlig hjælp!"
"Mie Drachmann",6,15,2022-03-31,"Blev kontaktet første gang igennem en…","Blev kontaktet første gang igennem en babypakke jeg havde skrevet mig op til, jeg afviste venligt sælgeren og det har efterfølgende udviklet sig til chikane hvor de ringer flere gange dagligt i 2-10 sekunder og siger mærkelige lyde eller vil diskutere hvorfor jeg ikke vil vælge dem. Jeg vil aldrig vælge dem, sikke en useriøs og tarvelig strategi!"
"Claus Jensen",1,15,2022-03-30,"Min oplevelse af alm brand forsikring…","Min oplevelse af alm brand forsikring begynder godt med en henvendelse fra alm brands assurandør som gerne vil besøge os. det gør han så og det ender med at vi flytter vores erhvervs og private forsikringer til alm brand forsikring. vi får skrevet i policen at den private del er ""fuld og ny værdi"" og med en lavere selvrisiko (2000.-). Da ""Malik"" så havde blæst lå vores 10 kvm store drivhus spredt ud over hele gårdspladsen ""Totalskade""(oprydning af knust glas en hel Lørdag og Søndag) Skaden blev så anmeldt tirsdag  og ugen efter blev vi kontaktet af en taksator (som for øvrigt er den samme håndværker som skal udbedre/opfører nyt drivhus. Taksatoren kontrollerer at drivhuset har stået på en støbt grund samt tager en masse billeder og orientere om at selvrisikoen er (ca .8000.-) ??? jeg henter min police som han tager et billed af. Efter noget tid modtager vi en taksering som siger at alm brand ikke dækker glas og at drivhusets værdi og arbejdsløn derfor nedskrives med 30% samt at selvrisikoen fratrækkes.Selvrisikoen skal selvfølgelig fratrækkes men når der i policen står fuld og nyværdi forstår jeg ikke at det ikke er som assurandøren beskrev det for os, ""hvis dit hus/drivhus forsvinder kommer vi og stiller et nyt for selvrisikoen og kun selvrisikoen""Jeg tør simpelthen ikke forblive kunde ved alm brand for hvad nu hvis der sker noget med mit hus. hvor meget skal jeg selv ud at financierer for at få bygget et nyt."
"nicklas kildegaard",6,15,2022-03-30,"Dårlig kundeservice","Jeg blev udsat for ekstrem dårlig kundeservice, hvor jeg indirekte fik af vide, jeg bare kunne skifte bank fordi jeg ikke var vigtig for dem"
"Leo",2,55,2022-03-29,"Jeg er yderst tilfreds med god service","Jeg er yderst tilfreds med god service, og som kunde igennem 50 år,kan jeg rolig anbefale Alm. Brand, til andre.Med venlig hilsen Leo Frederiksen"
"Christian Janner Olesen",2,55,2022-03-28,"forventninger opfyldt","Dato for oplevelse: 28. marts 2022"
"Lars Gregersen",7,55,2022-03-27,"Kunder gennem flere år","Kunde gennem flere år, og stadig super Tilfreds:-)"
"Henrik Sindberg Gunderlund",4,55,2022-03-27,"Fantastisk god service","Fantastisk god service, samt hurtig opgørelse fra sagsbehandlerens side, kæmpe stor tilfredshed fra vores side"
"dan Andersen",8,15,2022-03-27,"Kom til skade på mit arbejde","Kom til skade på mit arbejde d 18_07-21. Da jeg kom kørende i hjemme plejen biler. Var der en kunde hos alm brand forsikring der overholdte sin ubetinget vigepligt... Han kom fra siden og jeg havde stærke smerter i nakken lige efter uheldet og blev kørt på skade stuen. Jeg totalt sygemeldt i 48 dage efter ulykke. Begyndte så arbejder 20 timer pr uge med Skåne hensyn. Vi har stillet krav for svige og smerte og tabt arbejdsfortjeneste... Det er meget hårdt økonomisk... Idag d 27/3-22.har jeg ikke fået en eneste krone i godtgørelse.... Synes simpelthen ikke i kan være det bekendt.... Hilsen den rose."
"Svend-Helge Hansen",3,55,2022-03-26,"Rejseforsikring","God og hurtig betjening."
"Birthe Pedersen",7,55,2022-03-26,"når jeg tænker tilbage","når jeg tænker tilbage, kan jeg kun sige at behandlingen af min skade på bilenhar fungeret til ug."
"SUSANNE CHRISTENSEN",38,55,2022-03-26,"Fantastisk service og hurtig…","Fantastisk service og hurtig skadesbehandling"
"Susanne Nykjær Larsen",3,15,2022-03-25,"Ingen dækning af væltet hegn efter storm","Dato for oplevelse: 25. marts 2022"
"Peter Svanekjær Christiansen",17,55,2022-03-25,"God og hurtig service","God og hurtig service Kan kun anbefales"
"Anker Rasmussen",3,55,2022-03-25,"fin service på skadesanmeldelse","fin service på skadesanmeldelselidt usikker på om aflysning af rejseforsikringerne er ok"
"Annette Jensen",10,55,2022-03-25,"Altid flinke medarbejder man snakker…","Altid flinke medarbejder man snakker med når man ringer til alm.Brand"
"lailaluffe",5,55,2022-03-25,"Refundering af rejseudgifter ved…","Refundering af rejseudgifter ved sygdom.Sagsbehandlingen var fin og rimelig hurtig.Jeg fik oplysninger, der var nyttige at kende i evt. fremtidige tilfælde."
"Jette",57,55,2022-03-25,"God og hurtig behandling.","Dato for oplevelse: 25. marts 2022"
"Marie-Louise Slettegaard",3,45,2022-03-25,"Hurtig hjælp, fin service trods en bøvlende hjemmeside","Fin og hurtig ekspedition. Hjemmesiden drillede ved den online skadesanmeldelse, men en medarbejder sendte mig et link hvorpå jeg kunne vedhæfte dyrlægeregningen."
"Malene Schmidt",2,35,2022-03-25,"Manglende bekræftelsesmail","Manglende bekræftelsesmail, ingen besked om afgørelse. Generelt meget lidt kommunikation + forkerte oplysninger omkring indhentning af oplysninger."
"Anja Arai",6,55,2022-03-25,"Ualmindelig hurtig behandling af  sag…","Ualmindelig hurtig behandling af  sag og dokumenter. Fra jeg oprettede skaden, til jeg modtog en mail vedr. tilbagebetaling gik der under 3 timer. Det må være nogle fantastisk effektive medarbejdere, der er ansat:-)"
"Jannie ",8,55,2022-03-25,"Rigtig dygtig","Rigtig dygtig Hurtigt svar tilbage"
"MIKKEL",9,15,2022-03-25,"Jeg har aldrig i mit liv begået større fejl.","Jeg har aldrig i mit liv begået større fejltagelse da jeg flyttede alle mine forsikringer over til Alm. Brand. Jeg har brugt timer i telefonen for at få rettet fejl begået af Alm. Brand. Alle servicemedarbejderne tilkendegiver den bedste service og udviser personligt ansvar - men der sker absolut  intet. Jeg har betalt tusindevis af kroner i straf for tidligt opsagte forsikringer, fordi jeg ikke kunne leve med den totale inkompetance og afmagt man har og møder som kunde i Alm Brand. Måske står jeg alene med min oplevelse - men det tror jeg nu ikke"
"Henrik Østergaard",10,15,2022-03-25,"Vi har alle vores forsikringer hos Alm","Vi har alle vores forsikringer hos Alm. Brand. Da vi endelig skulle bruge fritidshusforsikringen i forbindelse med mindre stormskade på taget, blev vi mødt af en ganske uhøflig betjening og et helt latterligt krav om at vi skulle påvise en evt. vandskade straks - ellers ville der ikke være nogen dækning.Det er jo svært, da vand kan være trængt ind fra et hul i taget og så vise sig senere inde i huset, men det var de helt ligeglade med.Vi har nu to gange i løbet af 10 år haft kontakt med deres skadeafdeling, og det har begge gange været en meget dårlig oplevelse, så nu søger vi efter et andet selskab til alle forsikringer"
"tove nielsen",40,55,2022-03-25,"Vi får altid den bedste service hos alm…","Vi får altid den bedste service hos alm Brand"
"mona sørensen",27,15,2022-03-25,"Få styr på jeres tlf sælgere","Det er møg irriterende jeres sælgere ligger og ringer. Når man så tager tlf så ligger de på. Så ringer de istedet til min mands tlf og laver samme nr.Når jeg søger nummeret kan jeg se det er jer og at jeg ikke er den eneste i genere.Nu er jeres nummer blokeret herfra og i kan stole trygt på vi aldrig vil være kunder ved jer."
"Anne Gundlach Panduro",12,55,2022-03-25,"Hurtig forsikrins udbetaling","Hurtig forsikrins udbetaling, ingen problemer."
"kunde",4,15,2022-03-25,"Mage til dårligere selskab findes ikke…","Mage til dårligere selskab findes ikke . At opkræve et gebyr på 295 kr pr ophørt ulykkes forsikring ved 1 mdr opsigelse før 12 mdr og ikke gide informere om det det kaldes simpelthen den dårligste kundeservice til dato . 1 ulykkes forsikring koster 376 kr inkl for opsigelse af forsikringen 1 mdr før de 12 mdr . Det er jo langt mere end forsikringen i sig selv koster for 1 alm mdr . Det er simpelthen svineri. At have så høje priser art ligegyldigt hvad man skifter til - inkl de samme dækninger som i giver spare man virkelig virkelig mange penge om året. Jeg er målløs over i kan eksistere overhovedet men i tjener da fedt på gebyr når folk forlader jer!"
"Bente",10,55,2022-03-25,"Hurtig og flink betjening","Dato for oplevelse: 25. marts 2022"
"Jonas Mathias Husted",10,55,2022-03-23,"Fortrinlig skadebehandling i…","Fortrinlig skadebehandling i forbindelse med genhusning efter en vandskadd"
"Maria",6,15,2022-03-23,"Dårlig service","Jeg skulle kontakte Alm. Brand, i forbindelse med en forsikringssag. Jeg er ikke selv forsikringstager hos dem. Jeg får oplyst ved en telefonsamtale, at jeg skal anmelde skaden via. hjemmesiden. Dette gør jeg. Det resultere i, at jeg bliver ringet op, af en ikke særlig venlig medarbejder, der snakker ekstremt nedladende og er i bund og grund ikke særlig flink. Jeg har åbenbart anmeldt den skade helt forkert, for jeg skulle så åbenbart ikke havde gjort det via hjemmesiden. Medarbejderen mener jeg nu er skyld i der er rod i sagsbehandlingen og meget andet, derudover siger jeg at jeg beklager ulejligheden, hvilket medarbejderen siger; det må du nok sige... Jeg er dybt rystet over den behandling jeg får, når det er deres kunde der har ramt min bil, og pågælende ikke engang selv har meldt skaden, at jeg så bliver haglet ned, når jeg bare gerne vil have lavet min bil..."
"Johan",19,55,2022-03-22,"Hunde-sygeforsikring","Hurtig sagsbehandling vedr. erstatning for dyrlægeregning"
"Rasmus Kjær",2,25,2022-03-22,"Rimelig ligeglad med at bibeholde en kunde.","Jeg ringer i dag efter en samtale med et konkurrende selskab der har givet mig et rigtig godt tilbud på forsikringer. Jeg gør det i god tror og for at give jer en ""chance"" for at beholde mig som kunde. Manden siger meget koldt og kynisk ""jeg kigger på det og vender tilbage"" så spørger jeg om han ikke vil vide hvad der er kommet tilbud på og om eventuelle ændringer på de nuværende forsikringer vi har? Tjoo det ville han gerne og efter jeg har forklaret ændringer siger han bare ""du har allerede fået et rigtig godt tilbud da du blev kunde hos os, så jeg kan ikke gøre mere""Samtalen blev optaget så I kan genhøre og høre om I mener det samme som jeg.Fed service..."
"Susie Weinreich",23,15,2022-03-22,"Sindsygt dårligt","Sindsygt dårligt. Min mand bad om et tilbud på alle vores forsikringer. ET TILBUD!!!! Der kom ikke noget tilbud på mail. Så havde de brugt en forkert mail osv. Vi oplyser atter den korrekte mail. - pludselig dukker der policer op i min mand E-BOKS. Dog intet til mig hans kone. Vi bliver urolige og ringer igen til dem, og får at vide at det er alm praksis???? Vi får at vide at jeg skal tilmelde topdanmark for at kunne modtage noget. Jamen VI har aldrig modtaget deres tilbud!!! Vi finder så ud af at de har opsagt de forsikringer vi havde - uden at vi har haft mulighed for at gennemgå et tilbud!!!! Hvilket vi til dato aldrig har modtaget på mail! Altså de har uden vores tilsagn oprettet nye forsikringer, som vi opdager i E-BOKS da der står at det er POLICER??!!.Nu skal vi så selv SIGER de kontakte det forsikringsselskab vi havde, for at rette DERES opsigelse!!!! Totalt ABSURD!!!!Mvh Susie og Holger"
"JØRGEN SCHMIDT ",3,55,2022-03-22,"Smykker stjålet fra vores private hjem.","Min kone og jeg har fået en fremragende betjening.  Ud af 5 stjerner giver vi 5 stjerner. Den assurandør - Bente Mikkelsen -  der kom i vores hjem, for at hun kunne se hvilke smykker det drejede sig om var virkelig kompetent og utrolig tiltalende. Pengene kom utrolig hurtigt. Vi har virkelig anbefalet Alm Brand til alle, som vi kender."
"HEIDI",6,15,2022-03-21,"Trues til tavshed ifm en klage","Trues til tavshed ifm en klage. En kundecenterchef der udtaler at de desværre ikke kan hjælpe mig videre med min klage hvis jeg giver en dårlig anmeldelse på trustpilot eller på deres fb side. De kan desværre heller ikke hjælpe min 82 årige svigerfar der uberettiget er blevet trukket for en husforsikring, tiltrods for han det senest år har boet på plejehjem. De må simpelthen ikke hjælpe mig pga gdr reglerne, de må dog godt 3-4 gange slå ham op i deres systemer og debattere problemet med mig, men når det kommer til at tilbagebetale, har de pludselig tavshedpligt. Vild nok......Min svigerfar er en gammel mand og lettere dement/forvirret, men ifg almindelig brand skal jeg tage en fridag og fragte ham og kørestol til borgerservice for at få en samtykkeerklæring. Kan han ikke det skal vi gennem retten for at få ham umyndiggjort, så jeg kan varetage hans interesser ift Alm. Brand.Bare lige for at i alle forstår det, så skal min svigerfar på 82 år trækkes igennem møllen inden han kan få pengene retur.Fortsættelse følger enten her eller på deres fb side, imens går jeg lige ud og kaster et par spande galde op..... FØJ FØJ"
"kunde",3,55,2022-03-21,"Hurtig sagsbehandling","Hurtig, god og gnidningsfri sagsbehandling."
"Vibeke Skov",6,55,2022-03-20,"God venlig service og hurtig…","God venlig service og hurtig ekspedition <U+0001F600>"
"Kristina Maria Kowalski",3,55,2022-03-19,"Fin og venlig samtale.","Dato for oplevelse: 19. marts 2022"
"Ulla",22,55,2022-03-19,"Venlig og imødekommende medarbejder","Dato for oplevelse: 19. marts 2022"
"Jørn Andersen",3,45,2022-03-18,"Dækning efter stormskade helt i top","Dækning efter stormskade helt i top. En anden forsikring først lige kommet på jeres udvalg."
"Dennis",43,55,2022-03-18,"Fin og hurtig betjening","Dato for oplevelse: 18. marts 2022"
"Jill Egebak",3,25,2022-03-18,"Der er lange svartider - og i stedet for taksator, sendes firma, der har udført mangelfyldt arbejde","Der er lange svartider.Jeg har reklamation på reparation af skade på carporttag. Det er utæt, og beklædning og isolering har fået meget vand.I stedet for, at Alm Brand tager ansvar for at få taksator ud og vurdere den nye skade/det dårlige arbejde, sender de firmaet, der har udbedret den oprindelige skade. Med det forventede resultat, at man skal diskutere med virksomheden, som selvfølgelig ikke har interesse i at indrømme, at deres arbejde har haft mangler.Jeg afventer, om Alm Brand som ""bygherre"" tager ansvar og selv besigtiger skaden og ser min dokumentation i form af film og billeder, jeg har fra dagen, hvor skaden opstod."
"Alan Rosendahl Christensen",1,55,2022-03-18,"Kundeservice","Hurtig og god betjening."
"Olga",58,55,2022-03-18,"Udmærket tilfreds","Dato for oplevelse: 18. marts 2022"
"Nikolaj",4,15,2022-03-18,"Hører ikk fra jer","Dato for oplevelse: 18. marts 2022"
"Ivan Typp Nielsen",10,45,2022-03-18,"Jeg afventer ændring af forsikring.","Jeg afventer ny forsikring. Jeg har sukkersyge ?"
"Kirsten Larsen",53,55,2022-03-18,"Hurtig behandling af sag","Dato for oplevelse: 18. marts 2022"
"Hanne Meilby",4,55,2022-03-18,"God info om de ting som kunne være…","God info om de ting som kunne være aktuelt for mig"
"Patrick Juhl Rasmussen",1,15,2022-03-18,"En kæmpe joke","En kæmpe joke! Spar dig selv for tiden og pengene og vælg et andet forsikringsselskab!"
"Aase Olsen",10,55,2022-03-18,"Pga af sygdom måtte vi aflyse vores…","Pga af sygdom måtte vi aflyse vores ferie. Jeg ringede ind. Og fik en meget venlig samtale med en medarbejder. Blev vejledt hvilke information hun skulle brug. To dage efter var refusionen gået ind på vores konto.Vi har altid fået en venlig og hjælpsom betjening og fået det dækket vi er forsikret for."
"Lone Dahl Andersen",8,15,2022-03-18,"Det som assurandøren siger passer ikke…","Det som assurandøren siger passer ikke med virkeligheden og den samlede pris er nu dyrere end tilbuddet som blev givet. <U+2639><U+FE0F>"
"T.O",1,55,2022-03-18,"en rigtig god oplevelse","Dato for oplevelse: 18. marts 2022"
"wolstad",25,55,2022-03-18,"Kun positive oplevelser efter større…","Kun positive oplevelser efter større stormskade"
"Preben Poulsen Service",14,55,2022-03-18,"Tak for hurtig og god behandling","Tak for hurtig og god behandling. Jeg giver 5 grønne stjerner."
"Nekomancer NyanNyan",3,55,2022-03-18,"God kommunikation med taksatoren…","God kommunikation med taksatoren omkring vores stormskade, og med en fin løsning til sidst. Yderst tilfreds."
"Kim",7,15,2022-03-18,"Jeg skiftede til Alm","Jeg skiftede til Alm. Brand fordi jeg blevet lovet at de ville dække mit stakit.De dækkede halvdelen af min første skade, men herefter blev min dækning skrevet ud af polisen. Så det er ikke særligt troværdigt."
"Anders",4,35,2022-03-18,"Hej Alm","Hej Alm. Brand.Jeg er lidt skuffet over at skulle betale en fuld selvrisiko, når jeg var skyldfri i forbindelse med færdselsuheldet. Jeg forstår, at I ikke havde en modpart at kunne inddrive pengene fra, men når nu hverken jer eller mig havde skyld i situationen, så havde det måske været rimeligt at slå halv skade eller lignende. Jeres sagsbehandling var hurtig og taksatorens værdiansættelse var rimelig, så det trækker op. Venlig hilsen Anders"
"Mette",14,55,2022-03-18,"Super forsikringsselskab.","God service, søde og hjælpsomme medarbejdere."
"Flemming",5,55,2022-03-18,"Super Alm Brand","Venlig imødekommende person jeg talte medDer hurtigt og nemt forstående for mig forklarede om sagen"
"Kurt",20,45,2022-03-15,"Fornuftigt forsikringsselskab.","Jeg synes der mangler løbende opfølgning på ens forsikringer, kunne hvert 2. eller 3 år.Ellers fungerer Alm. brand godt ved henvendelse på spørgsmål eller skade."
"Sanne Biehl",9,55,2022-03-14,"Hurtig og super go service","Dato for oplevelse: 14. marts 2022"
"Helle Benmouyal",1,45,2022-03-13,"Vi har værete meget tilfredse med…","Vi har værete meget tilfredse med behandlingen af vores skade på taget.Det eneste ,der er frusterende er at komme igennem jeres telefon systemJeg var nr.197 i rækken.Blev glad ved følgende råd —læg dit telf.nr ind,såringer vi senere.Det gjorde I ikke.Bortset fra dette ,er alt gået rigtig godt og vi er meget glade for resultatet.Tak fra David og Helle Benmouyal."
"Bente Olsson",7,55,2022-03-13,"fuld tilfredshed","Dato for oplevelse: 13. marts 2022"
"Hans Flemming Jensen",7,15,2022-03-13,"Forsikringsselskabet du IKKE skal bruge…","Forsikringsselskabet du ikke skal bruge.Vi købte en ejerskifteforsikring hos Alm Brand til 117.000 kr. og flyttede samtidig hele vores forsikringspakke til Alm Brand med en årlig præmie på 50.000 kr. Vi valgte Alm Brand i forventning om at det var et godt og solidt selskab med en god kundeforståelse.Det var desværre ikke rigtigt.Selskabet har afvist dækning af vandskade i badeværelse uden nogen god begrundelse og de har ikke villet oplyse os om deres sagkyndige vurdering af skadesårsagen.Vi er nu nødt til at føre retssag mod Alm Brand for at få den dækning vi juridisk har krav på.For at kunne gøre det, skal Alm Brand bekræfte at der er dækning under vores retshjælpsforsikring som vi har som en del af vores almindelige forsikringer også hos Alm Brand. De svarer ikke. Det betyder at vi fra september 2021 til nu marts 2022 ikke er kommet videre i vores sag. Hver gang vi taler med Alm Brand, sker der ikke noget. Man kan selvfølgelig være uenige om dækning - men det er os helt uforståeligt at et forsikringsselskab som Alm Brand stikker hovedet i busken og er ligeglade med at vi (en familie på 5 med 3 små børn) nu i 9 måneder har været uden badeværelse og uden udsigt til at komme videre, fordi Alm Brand ikke reagerer. Gå langt uden om Alm Brand."
